code,name,industry,enabled,weight,note,theme1,theme2,theme3
8253,クレディセゾン,金融サービス・リース,TRUE,1,,国内消費・個人消費,EC・デジタルプラットフォーム,金利・金融市場
8584,JACCS,金融サービス・リース,TRUE,1,,国内消費・個人消費,EC・デジタルプラットフォーム,金利・金融市場

8058,三菱商事,商社・コンサル,TRUE,1,,原油・石油価格,LNG・天然ガス,北米市場
8031,三井物産,商社・コンサル,TRUE,1,,原油・石油価格,LNG・天然ガス,鉱山資源需要
8001,伊藤忠商事,商社・コンサル,TRUE,1,,国内消費・個人消費,中国市場,EC・デジタルプラットフォーム
8053,住友商事,商社・コンサル,TRUE,1,,LNG・天然ガス,メディア・コンテンツ,東南アジア・インド
8002,丸紅,商社・コンサル,TRUE,1,,電力網・送配電,食料価格,東南アジア・インド
4307,野村総合研究所,商社・コンサル,TRUE,1,,AI・生成AI,クラウド・DX,金利・金融市場

6098,リクルートHD,人材,TRUE,1,,人手不足・省人化,EC・デジタルプラットフォーム,北米市場
2181,パーソルHD,人材,TRUE,1,,人手不足・省人化,DX・クラウド,国内消費・個人消費
4194,Visional,人材,TRUE,1,,人手不足・省人化,DX・クラウド,AI・生成AI
9715,トランス・コスモス,人材,TRUE,1,,DX・クラウド,EC・デジタルプラットフォーム,人手不足・省人化

2802,味の素,食品・飲料,TRUE,1,,北米市場,東南アジア・インド,高齢化
2282,日本ハム,食品・飲料,TRUE,1,,北米市場,食料価格,国内消費・個人消費
2212,山崎製パン,食品・飲料,TRUE,1,,国内消費・個人消費,食料価格,人手不足・省人化
2269,明治HD,食品・飲料,TRUE,1,,高齢化,北米市場,中国市場
2897,日清食品HD,食品・飲料,TRUE,1,,北米市場,中国市場,国内消費・個人消費
7550,ゼンショーHD,食品・飲料,TRUE,1,,インバウンド・訪日需要,東南アジア・インド,人手不足・省人化
2502,アサヒGHD,食品・飲料,TRUE,1,,欧州市場,中国市場,国内消費・個人消費
2503,キリンHD,食品・飲料,TRUE,1,,中国市場,ヘルスケア・高齢化,国内消費・個人消費

4543,テルモ,医療・美容,TRUE,1,,医療機器需要,高齢化,北米市場
4568,第一三共,医療・美容,TRUE,1,,新薬・創薬,北米市場,高齢化
4519,中外製薬,医療・美容,TRUE,1,,新薬・創薬,AI・生成AI,高齢化
4578,大塚HD,医療・美容,TRUE,1,,新薬・創薬,北米市場,高齢化
4502,武田薬品,医療・美容,TRUE,1,,新薬・創薬,北米市場,中国市場
3088,マツキヨココカラ,医療・美容,TRUE,1,,国内消費・個人消費,インバウンド・訪日需要,高齢化
7459,メディパルHD,医療・美容,TRUE,1,,医療DX,高齢化,医薬品需要
4911,資生堂,医療・美容,TRUE,1,,中国市場,インバウンド・訪日需要,化粧品・ブランド消費
4452,花王,医療・美容,TRUE,1,,中国市場,化粧品・ブランド消費,国内消費・個人消費

7832,バンダイナムコHD,メディア・エンタメ,TRUE,1,,コンテンツ・IP・ゲーム,北米市場,中国市場
7974,任天堂,メディア・エンタメ,TRUE,1,,コンテンツ・IP・ゲーム,北米市場,中国市場
9602,東宝,メディア・エンタメ,TRUE,1,,コンテンツ・IP・ゲーム,インバウンド・訪日需要,国内消費・個人消費
9468,KADOKAWA,メディア・エンタメ,TRUE,1,,コンテンツ・IP・ゲーム,AI・生成AI,EC・デジタルプラットフォーム
9404,日本テレビHD,メディア・エンタメ,TRUE,1,,デジタル広告,コンテンツ・IP・ゲーム,国内消費・個人消費
4751,サイバーエージェント,メディア・エンタメ,TRUE,1,,デジタル広告,AI・生成AI,コンテンツ・IP・ゲーム
4324,電通G,メディア・エンタメ,TRUE,1,,デジタル広告,北米市場,中国市場
2433,博報堂DY HD,メディア・エンタメ,TRUE,1,,デジタル広告,北米市場,国内消費・個人消費
4661,オリエンタルランド,メディア・エンタメ,TRUE,1,,インバウンド・訪日需要,スポーツ・レジャー,国内消費・個人消費
5253,カバー,メディア・エンタメ,TRUE,1,,EC・デジタルプラットフォーム,AI・生成AI,インバウンド・訪日需要

8802,三菱地所,建設,TRUE,1,,不動産価格・都市再開発,北米市場,金利・金融市場
8801,三井不動産,建設,TRUE,1,,不動産価格・都市再開発,北米市場,インバウンド・訪日需要
9735,セコム,建設,TRUE,1,,サイバーセキュリティ,人手不足・省人化,高齢化
1812,鹿島建設,建設,TRUE,1,,不動産価格・都市再開発,北米市場,インフラ投資
1802,大林組,建設,TRUE,1,,不動産価格・都市再開発,北米市場,インフラ投資
1801,大成建設,建設,TRUE,1,,不動産価格・都市再開発,インフラ投資,北米市場
1803,清水建設,建設,TRUE,1,,不動産価格・都市再開発,インフラ投資,再生可能エネルギー
1808,長谷工,建設,TRUE,1,,住宅需要,不動産価格・都市再開発,国内消費・個人消費
5938,LIXIL,建設,TRUE,1,,住宅需要,北米市場,中国市場
1925,大和ハウス工業,建設,TRUE,1,,不動産価格・都市再開発,北米市場,住宅需要

4755,楽天G,販売店,TRUE,1,,EC・デジタルプラットフォーム,デジタル広告,金利・金融市場
9983,ファーストリテイリング,販売店,TRUE,1,,中国市場,東南アジア・インド,国内消費・個人消費
7936,アシックス,販売店,TRUE,1,,スポーツ・レジャー,北米市場,中国市場
3382,セブン＆アイHD,販売店,TRUE,1,,北米市場,国内消費・個人消費,EC・デジタルプラットフォーム
8267,イオン,販売店,TRUE,1,,中国市場,国内消費・個人消費,金利・金融市場
3099,三越伊勢丹HD,販売店,TRUE,1,,インバウンド・訪日需要,国内消費・個人消費,中国市場
9843,ニトリHD,販売店,TRUE,1,,中国市場,東南アジア・インド,北米市場
7550,ゼンショーHD,販売店,TRUE,1,,国内消費・個人消費,インバウンド・訪日需要,東南アジア・インド
7532,PPIHD,販売店,TRUE,1,,国内消費・個人消費,インバウンド・訪日需要,東南アジア・インド
